type;name;contact;address;tel;web;infos
kihu; Kinderhütedienst des Frauenvereins;Altes Schulhaus ;Dübendorferstrasse 3, 8117 Fällanden;Tel.: 044 825 48 34;www.frauenvereinfaellanden.ch;Kontakt,Frauenverein Fällanden,Tel.: 044 825 48 34,Email:,email,www.frauenvereinfaellanden.ch
kihu; Chinderhüeti Teddybär;"Im Spielgruppenraum ""Teddybär"" Daniela Mohn ";Schulhausstrasse 11, 8320 Fehraltorf;Tel.: 044 954 20 84;www.teddybaer-verein.ch;Öffnungszeiten,Jeden Freitag zwischen 14.00 - 17.00 Uhr (ausser in den Schulferien).,Dieses Angebot kann auch stundenweise in Anspruch genommen werden.
kihu; Glitzerdampf;;Obermülistrasse 19, 8320 Fehraltorf;Tel.: 078 930 51 38;www.glitzerdampf.ch;Kontakt,Thérèse Sameli,Tel.: 078 930 51 38,Informationen zu:   Glitzerdampf,Öffnungszeiten,spontane Kinderbetreuung
kihu; Kinderhütedienst Tatzelwurm;Andrea Cizmek ;Jrchelstrasse 12, 8427 Freienstein;Tel.: 044 865 29 41;;Informationen zu:   Kinderhütedienst Tatzelwurm,Öffnungszeiten,jeden Freitag, 14.30 - 17.00 Uhr (ausser in den Schulferien),Zusätzliche Informationen,CHF 2.50 pro Std. inkl. Zvieri
kihu; Kinderbetreuung Mikado;;Huebwiesenstrasse 37, 8954 Geroldswil;Tel.: 044 748 14 69;www.elternclub-mikado.ch;"Informationen zu:   Kinderbetreuung Mikado,Öffnungszeiten,Freitag, 8.15 - 11.30 Uhr,CHINDERHÜETI IM MIKADO
  




Donnerstag Vormittag, 08:15 bis 12:00
Für Kinder ab ca. 1.5 Jahren

Kontakt: Barbara Fröhli | 056 633 13 88

--------------------------------------------------------------------------------

Freitag Vormittag, 08:15 bis 11:50 Uhr
Für Kinder ab ca. 1.5 Jahren

Kontakt: Rosmarie Kaufmann | 077 418 86 45"
kihu; Kinderbetreuung;;Dammstrasse 41, 8152 Glattbrugg;Tel.: 043 538 93 91 / 078 910 97 59;www.happy-island-kids.com;
kihu; Kinderhütedienst / Kinderbetreuung Happy Island Kids;;Dammstrasse 41, 8152 Glattbrugg;Tel.: 043 538 93 91 / 078 910 97 59;www.happy-island-kids.com;
kihu; Chinderhüeti;Isabelle Kaiser ;Werkstrasse 4, 8627 Grüningen;Tel.: 079 262 52 13;www.chind-und-eltere.ch;Isabelle Kaiser,Werkstrasse 4,8627 Grüningen,Tel.: 079 262 52 13,Email:,email,www.chind-und-eltere.ch
kihu; Familienzentrum Robinson;;Dorf 30, 8704 Herrliberg;Tel.:  044 915 47 37;www.familienclub-herrliberg.ch;Informationen zu:   Familienzentrum Robinson,Kontakt,Birgit Tognella-Geertsen, Betriebsleitung,Zentrumstelefon 044 915 47 37,Angebote:,Offenes Café, Krabbelgruppen, Kinderhütedienst, Spielgruppen, Kinderkultur, Elternbildung, Kinderartikel-Börse, Schüler-Mittagstisch, Kindercoiffeur, Mütter- und Väterberatung, Sprachkurse
kihu; Kinderbetreuung Munggehöhli;Monika Werner ;Stationsstrasse 33, 8442 Hettlingen;Tel.: 052 301 14 94 / 079 525 13 66;www.munggehoehli.ch;Informationen zu:   Kinderbetreuung Munggehöhli,Öffnungszeiten,Dienstag und Donnerstag,Andere Betreuungszeiten sind nach Absprache möglich
kihu; Kinderhütedienst Zwerglistube;;Stationsstrasse 2, 8442 Hettlingen;Tel.: 079 824 34 72;www.familienverein-hettlingen.ch;Kontakt,Jacqueline Bättig,Tel.: 079 824 34 72
kihu; Chinderhüeti Hinwil;;Sindelenstrasse 7, 8340 Hinwil;;www.familienforum-hinwil.ch;
kihu; Chinderhüeti Purzelhuus;Julie Düensing ;Hörnlistrasse 3, 8308 Illnau-Effretikon;Tel.: 052 346 25 89;www.evillnau.ch;
kihu; Kids Treff;;8154 Oberglatt;Tel.: 044 698 07 98 / 079 698 07 98;www.schule.oberglatt.ch;8154 Oberglatt,Tel.: 044 698 07 98 / 079 698 07 98,www.schule.oberglatt.ch
kihu; Kinderhütedienst Familienverein Pumuckl;Melanie Feller ;Frohwiesstrasse 8, 8330 Pfäffikon;Tel.: 043 355 56 60;;Informationen zu:   Kinderhütedienst Familienverein Pumuckl,Öffnungszeiten,jeden Freitag, 8.30 - 11.30 Uhr
kihu; Kinderhüte Sunneschirmli;Gemeindesaal ;Hinterdorfstrasse 10, 8422 Pfungen;Tel.: 079 745 49 19;www.elternverein-pfungen.ch;Kontakt,Vanessa Lauper,Tel.: 079 745 49 19
kihu; Chinderhüeti Surrli;Ev. Täufergemeinde Rümlang ;Steinfeldstrasse 6, 8153 Rümlang;Tel.: 043 534 97 38;www.etg-ruemlang.ch;Kontakt,Philipp Baumann,Tel.: 043 534 97 38,Email:,email,Informationen zu:   Chinderhüeti Surrli,Öffnungszeiten,Mittwochs von 8.30 - 11.00 Uhr, ausgenommen in den Schulferien,Für Kinder von 1 - 5 Jahren, ohne Voranmeldung CHF 5.-
kihu; Kinderbetreuung Freitag;Martina Hofmüller ;Werkstrasse 31, 8630 Rüti;Tel.: 055 534 30 11;www.familiennetzrueti.ch;Öffnungszeiten,Freitag, 08.30 - 11.30 Uhr,Zielgruppe,Kinder im Alter von 1,5 bis 5 Jahre,Babies auf Voranmeldung
kihu; Kinderbetreuung Mittwoch;Monica Gisler ;Werkstrasse 31, 8630 Rüti;Tel.: 044 938 17 75;www.familiennetzrueti.ch;Informationen zu:   Kinderbetreuung Mittwoch,Öffnungszeiten,Mittwoch, 08.30 - 11.30 Uhr,Zielgruppe,Kinder im Alter von 1,5 - 5 Jahre,Babies auf Voranmeldung
kihu; Eltern-Kind-Zentrum Stäfa;;Tödistrasse 1, 8712  Stäfa;Tel.: 044 926 88 85;www.elki-staefa.ch;"Informationen zu:   Eltern-Kind-Zentrum Stäfa,Kontakt:,Regula Brunner, Betriebsleiterin,Angebote:,Offenes Café, Kinderbetreuung, Krabbelgruppen, Spielgruppe plus, Malen für die Kleinen, Kinderkultur, Elternbildung, Saisonale Kinderartikel-Börse, Deutsch-Sprachkurse, Integrationsangebote, Internationaler Frauentreff, Mütter- und Väterberatung, ""zu Gast bei"", Femmes-Tisch Arabisch"
kihu; Kinderhüetedienst Kinderland Steinmaur;Ref. Kirchgemeinde ;Schulwiesstrasse 7, 8162 Steinmaur;Tel.: 043 810 38 70;;Informationen zu:   Kinderhüetedienst Kinderland Steinmaur,Öffnungszeiten,Mittwochs 13.00 - 18.00 Uhr
kihu; Eltern-Kind-Zentrum Memory;Zentrum Riedsteg ;Bergstrasse 103 e, 8707 Uetikon am See;Tel.: 044 922 72 47;www.uetikonamsee.ch;"Informationen zu:   Eltern-Kind-Zentrum Memory,Kontakt,Alexandra Gerlof, Betriebsleiterin,Angebote:,Familiencafé, Themen-Café, Kinderhütedienst, Krabbelgruppen, Rund-um-Schwanger, Kindercoiffeuse, Elternbildung, Mütter- und Väterberatung, Singen mit Kleinkindern, Kindertanzen, Kreatives Basteln, ""Wir sprechen Deutsch""-Gruppe, Femmes Tisch"
kihu; Kinderhüeti Sünneli;Bieri Haus ;Untere Scheuggstrasse 2, 8707 Uetikon am  See;Tel.: 043 843 55 49;;Kontakt,Bea Läubli,Tel.: 043 843 55 49,Informationen zu:   Kinderhüeti Sünneli,Öffnungszeiten,jeden Dienstag, 14 bis 17 Uhr,für Kleinkinder von 3 bis 7 Jahren,Bea Läubli, 043 843 55 49
kihu; QuaKi (Qualifizierte Kinderbetreuung) Elternverein Uitikon;Zopfstrasse (Bärlihuus Ringlikon) ;8142 Uitikon;Tel.: 043 311 63 18;www.elternvereinuitikon.ch;Kontakt,Daniela  Paglia - Ressort Gruppen,Tel.: 043 311 63 18,Email:,email
kihu; Zwergli Elternverein Uitikon;;8142 Uitikon;Tel.: 043 311 63 18;www.elternvereinuitikon.ch;Öffnungszeiten,im Bärlihuus Ringlikon:,Zwergli,Montag, 8.30 - 11.30 Uhr,Zielgruppe,Zwergli: Kinder von 1 1/2 bis 3 1/2 Jahren unternehmen die ersten Schritte ohne Mami/Papi. Die Spielgruppenleiterinnen helfen dem Kind beim Loslösen von den Eltern.
kihu; Kinderbetreuung Familienzentrum Urdorf;;Im Moos 37, 8902 Urdorf;Tel.: 079 299 19 59;www.favu.ch;Informationen zu:   Kinderbetreuung Familienzentrum Urdorf,Öffnungszeiten,Mittwoch, 9.00 - 11.30 Uhr (ausser während den Schulferien),Zielgruppe,Kinder im Alter von 6 Monaten bis 6 Jahren,Weitere Informationen,Anmeldung nicht notwendig
kihu; Kinderhütedienst Müze;Familienzentrum Uster Claudia Liebischer ;Zentralstrasse 32, 8610 Uster;Tel.: 077 437 62 35;www.mueze-uster.ch;Informationen zu:   Kinderhütedienst Müze,Öffnungszeiten,Mo, 9.00 - 11.15 Uhr und 14.00 - 17.00 Uhr,Do, 8.30 - 11.15 Uhr,Fr, 14.00 - 17.00 Uhr,ohne Anmeldung
kihu; Kinderhütedienst in der Au;Gemeinschaftszentrum Au ;In der Au 1, 8604 Volketswil;Tel.: 044 945 63 07;;Kontakt,Maria Muggli,Tel.: 044 945 63 07,Informationen zu:   Kinderhütedienst in der Au,Öffnungszeiten,Di, Fr, 9.00 - 11.00 Uhr,Zielgruppe,Kinder von 0 bis 5 Jahren.
kihu; Kinderhütedienst;Familien- und Begegnungszentrum Rägeboge Martina Zeindler ;Dorfstrasse 20, 8484 Weisslingen;Tel.: 052 233 98 30;www.wisligerfv.ch;Öffnungszeiten,Jeden Freitag, 08.30-11.30 Uhr (ausser Schulferien),Für Kinder bis zum Kindergarten
kihu; Ganztages Chinderhüeti;;Berneggstrasse 14, 8342 Wernetshausen;;www.wernetshausen.ch/Elternverein;"Informationen zu:   Ganztages Chinderhüeti,Öffnungszeiten,Donnerstag, 7.45 - 18.00 Uhr,Ort,""Sunnehüsli"", Berneggstrasse 14,Zielgruppe,Kinder von ca. 1 - 5 Jahren"
kihu; Chinderhüeti Familienverein Lindau;Altes Schulhaus Winterberg ;8312 Winterberg;Tel.: 052 535 82 92;www.familienvereinlindau.ch;Altes Schulhaus Winterberg,8312 Winterberg,Tel.: 052 535 82 92,Email:,email,www.familienvereinlindau.ch
kihu; Chinderhüeti Bärliland (Altstadt);Kinderhütedienst ;Theaterstrasse 27, 8400 Winterthur;Tel.: 052 208 10 95;www.staegetritt.ch;Kontakt,Reto Wüthrich,Tel.: 052 208 10 95
kihu; Familienzentrum Winterthur;;St. Gallerstrasse 50, 8400 Winterthur;Tel.: 052 212 15 12;www.familienzentrum-winterthur.ch;
mita; Teddy English Kids Club Mittagstisch;Sophia Keki ;Steinstrasse 22, 8106 Adlikon bei Regensdorf;Tel.: 079 595 22 86;www.teddykidsclub.com;"Informationen zu:   Teddy English Kids Club Mittagstisch,Öffnungszeiten,von 4 - 8 Jahren
Englisch + Deutsch"
mita; Mittagstisch ;Petra Degonda Schulverwaltung ;Zürichstrasse 8, 8134 Adliswil;Tel.: 044 711 77 83;www.adliswil.ch;Schulverwaltung,Petra Degonda,Zürichstrasse 8,8134 Adliswil,Tel.: 044 711 77 83,Email:,email,www.adliswil.ch
mita; Mittagstisch Affoltern / Zwillikon;Dorin Röllin / Ursula Stössel ;8910 Affoltern am Albis;Tel.: 079 622 34 60;;Öffnungszeiten,Montag, Dienstag, Donnerstag, Freitag: 11.50 - 14.00 Uhr (während der Schulzeit sowie an den Schulkapiteln),Weiter Informationen,Affoltern: Schulanlage Stigeli,Zwillikon: Schulanlage Zwillikon
mita; Mittagstisch Andelfingen;Primaschule Andelfingen ;8450 Andelfingen;Tel.: 052 304 30 40;www.primarschule-andelfingen.ch;Zusatzinformation,Das Anmeldeformular und ein Merkblatt können auf der Schulverwaltung oder via Homepage bezogen werden.
mita; Mittagstisch;EMK Bäretswil ;Gupfstrasse 21, 8344 Bäretswil;Tel.: 044 939 24 48;;"Kontakt,Hanni Wüthrich,Tel.: 044 939 24 48,Informationen zu:   Mittagstisch,Öffnungszeiten,Mo, Di, Do, Fr, 11.50 - 13.30,Zielgruppe,Kindergartenkinder und
Primarschüler,Kosten,Fr. 12.-- pro Mahlzeit und Kind
bei mehreren Kindern pro Familie Reduktion möglich"
mita; KIMI Giardino AG Standort Geeren;Krippe / Hort / Mittagstisch Steffi Ojalvo ;Opfikonerstrasse 27, 8303 Bassersdorf;Tel.: 044 836 80 20;www.kimikrippen.ch;Informationen zu:   KIMI Giardino AG Standort Geeren,Zielgruppe,Kinder ab 2 Monaten bis Ende der Primarschule,Neues Angebot:
mita; Mittagstisch Bauma;Schulverwaltung Bauma ;Altlandenbergstrasse 2, 8494 Bauma;Tel.: 077 480 06 16;www.schulebauma.ch;Schulverwaltung Bauma,Altlandenbergstrasse 2,8494 Bauma,Tel.: 052 386 32 21 / 077 480 06 16,Email:,email,www.schulebauma.ch,Kontakt,Rosmarie König,Tel.: 077 480 06 16
mita; Spielgruppe Hasliburg;Laura Fasanella ;Im Brunnacher 6, 8306 Brüttisellen;Tel.: 076 507 56 66;www.hasliburg.ch;"Informationen zu:   Spielgruppe Hasliburg,Öffnungszeiten,Vormittags: 8:30 - 11:30 Uhr
Nachmittags: 13:30 - 16:30 Uhr,Wissenswertes:,Spielgruppe jeden Vor- und Nachmittag. Kein Mittagstisch und Krabbelgruppe mehr."
mita; Mittagstisch für Bubikon und Wolfhausen;Gemeindehaus Schulverwaltung ;Rutschbergstrasse 18, 8608 Bubikon;Tel.: 055 253 35 55;www.schule-bubikon.ch/p22004641.html;Zielgruppe,Für Kinder ab Kindergarten bis und mit Primarschule
mita; Mittagstisch Dielsdorf;Primarschule ;Früeblistrasse 9, 8157  Dielsdorf;Tel.: 044 853 23 35;www.primarschule-dielsdorf.ch;
mita; Schulergänzende Tagesbetreuung Dietlikon;Elternverein Dietlikon ;Dorfstrasse 6, 8305 Dietlikon;Tel.: 044 833 76 60 / 044 834 04 34;www.elternverein-dietlikon.ch;
mita; Horte / Mittagstisch Primarschule Dübendorf;;Usterstrasse 16, 8600 Dübendorf;Tel.: 044 801 69 84;www.schule-duebendorf.ch;Informationen zu:   Horte / Mittagstisch Primarschule Dübendorf,Horte,Zentrum, Högler, Zwinggarten,Mo. - Fr.  6.45 - 18.15 Uhr,Kinder ab Kindergartenalter,Standorte Mittagstisch,Dorf, Stägenbuck, Högler, Gockhausen, Flugfeld, Sonnenberg,Kinder ab Kindergarten
mita; Chinderhuus Muur;Mittagshort Ebmatingen ;Bachtobelstrasse 19, 8123 Ebmatingen;Tel.: 044 548 48 08;www.chinderhuus-muur.ch;Informationen zu:   Chinderhuus Muur,Öffnungszeiten,Mo-Fr, 11.30-14.00 Uhr,Weitere Informationen,Elternbeiträge sind nach Einkommen abgestuft.
mita; Chinderhuus Muur, Ebmatingen;;Bachtobelstrasse 19, 8123 Ebmatingen;Tel.: 044 548 48 08;www.chinderhuus-muur.ch;
mita; Mittagstisch Teddybär;Im Hofacher ;Zürichstrasse 103, 8123 Ebmatingen;Tel.: 044 980 29 19;www.spielgruppe-teddybaer.ch;Kontakt,Gabi Hertach,Tel.: 044 980 29 19,Informationen zu:   Mittagstisch Teddybär,Öffnungszeiten,Mo, Di, Do, 11.30 - 13.30 Uhr,Zielgruppe,Kinder ab Spielgruppenalterbis Ende 3. Klasse
mita; Hands-On Kids;International Preschool ;Rütlistrasse 21, 8307 Effretikon;Tel.: 052 347 01 20;www.hands-on-kids.ch;
mita; Mittagstisch und Nachmittagsbetreuung;Stadt Illnau-Effretikon Abteilung Schule ;Märtplatz 29, 8307 Effretikon;Tel.: 052 354 24 50;www.ilef.ch/Abteilung Schule;Öffnungszeiten,Mittagstisch: Mo, Di, Mi, Do, Fr von 12.00 bis 13.30 Uhr,Nachmittagsbetreuung: Mo, Di, Mi, Do, Fr von 13.30 bis 18.00 Uhr,Mittagstische und Nachmittagsbetreuung,im Schulhaus Eseslriet Effretikon,im Bocciahaus Effretikon,im Schulhaus Schlimperg Effretikon,im Clublokal Elternverein, Hörnlistrasse, Illnau,im Chinderhuus Illnau
mita; Mittagstisch Primarschule Embrach;Caroline Weber ;Dorfstrasse 6, 8424  Embrach;Tel.: 044 865 26 58 / 078 610 80 64;www.ps.embra.ch;Zielgruppe,Kinder ab 1. Kindergarten
mita; Hort/Mittagstisch Schulen Fällanden;Schulverwaltung Fällanden ;Schwerzenbachstrasse 10, 8117 Fällanden;Tel.: 044 806 34 34;;Informationen zu:   Hort/Mittagstisch Schulen Fällanden,Zielgruppe,Für Kinder ab Kindergarten,Angebot,Mittagstisch in Pfaffhausen, Benglen, Fällanden,Hort im  Kindergartenpavillon Fröschbach, Fällanden, 13.30 bis 18.00 Uhr,(auch für Schüler aus Benglen und Pfaffhausen)
mita; Mittagstisch und Hort Tagesstern;;8320 Fehraltorf;Tel.:  044 735 30 10;www.tagesstern.ch;8320 Fehraltorf,Tel.:  044 735 30 10,Email:,email,www.tagesstern.ch
mita; Kita Feuerthalen;Debora Güntert ;Erlenstrasse 4, 8245 Feuerthalen;Tel.: 052 654 00 36;www.schule-feuerthalen.ch;Informationen zu:   Kita Feuerthalen,Öffnungszeiten,Montag - Freitag 06.45 - 18.00 Uhr
mita; Mittagstisch Flaachtal;Schulverwaltung ;Schulhausstr. 9, 8416 Flaach;Tel.: 052 318 11 13 / 052 317 35 02;www.schuleflaachtal.ch;Informationen zu:   Mittagstisch Flaachtal,Öffnungszeiten,Montag, Dienstag, Donnerstag und Freitag von 11.45 - 13.45 Uhr,Ort:,Evangelisch-Methodistischen Kirche Flaach
mita; Mittagstisch Flurlingen;;8247 Flurlingen;Tel.: 052 659 18 75;www.schule-flurlingen.ch/mittagstisch;Öffnungszeiten,Jeweils Montag, Dienstag und Donnerstag von 11.00 - 14.00 Uhr,Ort:,Gründenstrasse 76, Flurlingen, Obergeschoss KiGa
mita; Hort / Mittagstisch;Duska Sekula ;Riethofstrasse 1, 8152 Glattbrugg;Tel.: 043 321 28 88;www.kita-zauberchiste.ch;Informationen zu:   Hort / Mittagstisch,Zielgruppe,Schulpflichtige Kinder ab Kindergarteneintritt
mita; Ausserschulische Betreuung;;8625 Gossau;;;8625 Gossau,Email:,email,schulegossau-zh.ch
mita; Mittagstisch Primarschule Hadlikon;;Schulhausstrasse, 8340 Hadlikon;;;Informationen zu:   Mittagstisch Primarschule Hadlikon,Öffnungszeiten,Do, 11.00 - 13.30 Uhr,Zielgruppe,Kinder ab Kindergarten bis 6. Klasse,Ort,Schulhaus Hadlikon
mita; Mittagstisch Primarschule Hausen;Postfach ;8915 Hausen am Albis;Tel.: 056 640 13 23 / 079 217 97 08;www.primarhausen.ch;Ort,Schulsekretariat
mita; Familienzentrum Robinson;;Dorf 30, 8704 Herrliberg;Tel.:  044 915 47 37;www.familienclub-herrliberg.ch;Informationen zu:   Familienzentrum Robinson,Kontakt,Birgit Tognella-Geertsen, Betriebsleitung,Zentrumstelefon 044 915 47 37,Angebote:,Offenes Café, Krabbelgruppen, Kinderhütedienst, Spielgruppen, Kinderkultur, Elternbildung, Kinderartikel-Börse, Schüler-Mittagstisch, Kindercoiffeur, Mütter- und Väterberatung, Sprachkurse
mita; Verein FaKHir (Familienergänzende Kinderbetreuung im Hirzel);;Chalbisauweg 2, 8816 Hirzel;Tel.: 044 729 80 12;www.fakhir.ch;Informationen zu:   Verein FaKHir (Familienergänzende Kinderbetreuung im Hirzel),Öffnungszeiten,Mo, Di, Do 11.45 bis 18.30 Uhr,Fr 11.45 bis 14.00 Uhr,ausgewählte Tage in den Schulferien 7.30 bis 18.00 Uhr,Zielgruppe,Kindergarten- und Schulkinder
mita; Mittagstisch Hittnau;"Mehrzweckturnhalle
Schulanlage Hermetsbüel ";8335 Hittnau;Tel.: 044 951 02 53;www.fvhittnau.ch;Öffnungszeiten,Montag, Dienstag, Donnerstag und Freitag von 11.50 Uhr bis 13.30 Uhr,ausgenommen Schulferien oder offizielle und schulische Frei-Tage,Für Kindergarten-+ Schulkinder
mita; Tagesstrukturen MINIMAX;Schulverwaltung Hombrechtikon ;Feldbachstrasse 7, 8634 Hombrechtikon;Tel.: 055 254 10 16;www.schulehombrechtikon.ch;Kontaktperson,Karin Baumgartner, Telefon 055 254 10 16, mittagstisch@schulehombrechtikon.ch
mita; Kolibri mit Mittagstisch;ref. Kirchgemeindehaus Horgen ;Kelliweg 21, 8810 Horgen;Tel.: 044 727 47 66;www.refhorgen.ch/kolibri;
mita; Mittagstisch ;Schulverwaltung ;alte Landstrasse 110, 8802 Kilchberg;Tel.: 044 716 33 35;www.schule-kilchberg.ch;
mita; Mittagstisch Kindhausen;Quartieranlage ;Blutzwis 2, 8604 Kindhausen;Tel.: 076 443 92 90;;Informationen zu:   Mittagstisch Kindhausen,Öffnungszeiten,Am 1. Freitag im Monat, 11.30 - 14.00 Uhr,Zielgruppe,Kinder ab Grundschule
mita; Mittagstisch Schule Knonau;;Postfach 46, 8934 Knonau;Tel.: 044 776 80 15;www.schule-knonau.ch;Öffnungszeiten,viermal pro Woche: Montag, Dienstag, Donnerstag und Freitag
mita; Mittagstisch & Hort Küsnacht;Schulsekretariat ;Heinrich-Wettstein-Strasse 18, 8700 Küsnacht;Tel.: 044 913 14 14;www.schule-kuesnacht.ch;
mita; Villa Kunterbunt;;Schulstrasse 15, 8708 Männedorf;Tel.: 044 921 68 50;www.maennedorf.ch/schule;Informationen zu:   Villa Kunterbunt,Kontakt,Karin Laetsch
mita; Chinderhuus Muur, Maur;Hort ;Alte Zürichstrasse 5, 8124 Maur;Tel.: 043 366 02 91;www.chinderhuus-muur.ch;"Informationen zu:   Chinderhuus Muur, Maur,Öffnungszeiten,Hort: Mo - Fr, 11.30 - 18.30 Uhr (Ferien ab 8.15 Uhr)
Mittagshort: Mo - Fr, 11.30 - 14.00 Uhr,Weitere Informationen,Elternbeiträge sind nach Einkommen abgestuft."
mita; Mittagstisch Maur;Gemeinde Maur - Schulverwaltung ;Zürichstrasse 8, 8124 Maur;Tel.: 043 366 13 33;www.schule-maur.ch;Öffnungszeiten,Mo, Di, Do, Fr, jeweils 11.45 - 13.30 Uhr (Betreuung bis 14.00 Uhr möglich),Mittagstisch Aesch, altes Schulhaus Aesch,Mittagstisch Binz, Vogelhaus,Mittagstisch Ebmatingen, Schulhaus,Mittagstisch Maur, Kindergarten Rainstrasse,Zielgruppe,Kindergarten- und Primarschulkinder
mita; Schülerclub Allmend;;Ormistrasse 25, 8706 Meilen;Tel.: 044 843 91 44;www.verein-fee.ch;
mita; Schülerclub Obermeilen;;Schulweg 15, 8706 Meilen;Tel.: 044 923 34 33;www.verein-fee.ch;
mita; KidzClub Schule Mönchaltorf;Schulverwaltung ;8617 Mönchaltorf;Tel.: 044 949 40 31;www.moenchaltorf.ch;Kontakt,Francoise Vauclair,Tel.: 044 949 40 31,Informationen zu:   KidzClub Schule Mönchaltorf,Öffnungszeiten,Mittagstisch: 11.45 - 13.30 Uhr,Nachmittag: 13.30 - 18.00 Uhr oder 15.15 - 18.00 Uhr,Zielgruppe,Für Grundstufe- und Schulkinder
mita; Mittagstisch Niederglatt;Primarschule Niederglatt Schulverwaltung ;Grafschaftstrasse 55, 8172 Niederglatt;Tel.: 044 851 06 00;www.primarschule-niederglatt.ch;Informationen zu:   Mittagstisch Niederglatt,Zielgruppe,Kinder des Kindergartens, der Primarschule und der Oberstufe aus Niederglatt,Ort,Pavillon altes Schulhaus, Kaiserstuhlstrasse 45, Niederglatt
mita; Mittagstisch Niederhasli;Primarschule ;Dorfstrasse 17, 8155 Niederhasli;Tel.: 043 411 22 70;www.ps-niederhasli.ch;Öffnungszeiten,Montag bis Freitag 12.00 - 13.30 Uhr,Für Kinder des Kindergartens und der Primarschule Niederhasli,Ort,- Zentralschulhaus, Mettmenhasli, 8155 Niederhasli,- Schulhaus Linden, Lindenstrasse 21, 8155 Niederhasli
mita; Mittagstisch;Schulverwaltung Oberrieden ;Alte Landstrasse 32, 8942 Oberrieden;Tel.: 044 722 71 20 / 044 722 71 80;www.schuleoberrieden.ch;
mita; Schulergänzende Betreuung;Frau Nadja Wenger ;Langweg 2, 8942 Oberrieden;Tel.: 043 388 34 55;www.schuleoberrieden.ch/schulergaenzende-betreuung/;
mita; Mittagstisch Nürensdorf;Altes Schulhaus Oberwil Monika Stessel ;Oberwilerstrasse 107, 8309 Oberwil;Tel.: 044 836 47 69;;Kontakt,Monika Stessel,Tel.: 044 836 47 69,Email:,email,Informationen zu:   Mittagstisch Nürensdorf,Zielgruppe,Kindergarten- und Primarschulkinder
mita; Mittagstisch Ossingen;Doris Brunner ;Guntibachstrasse 12, 8475 Ossingen;Tel.: 052 317 15 45;www.ps-ossingen.ch/documents;
mita; Tagesstrukturen;Schule Pfäffikon Tagesstrukturen Elsbeth Knechtle ;Hochstrasse 1, 8330 Pfäffikon;Tel.: 079 466 80 57 / 044 950 04 14;www.schule-pfaeffikon.ch;Öffnungszeiten,Mo, Di, Mi, Do, Fr,Standorte:,Schuleinheit Obermatt, Alpenstrasse 18,Schuleinheit Mettlern, Mettlenstrasse 23,Schuleinheit Steinacker, Steinackerstrasse 28,Elternbeiträge
mita; Mittagstisch Regensdorf/Adlikon/Watt;Primarschule Regensdorf ;Watterstrasse 114, 8105 Regensdorf;Tel.: 043 343 85 00;www.ps-regensdorf.ch;Informationen zu:   Mittagstisch Regensdorf/Adlikon/Watt,Öffnungszeiten,Montag, Dienstag, Donnerstag, Freitag 12.00 - 14.00 Uhr,Zielgruppe,Schüler der Primarschule,Ort,- Schulhaus Chrüzächer, Hofwiesenstrasse 96, Regensdorf,- Schulhaus Ruggenacher, Schulstrasse 73, Regensdorf,- Schulhaus Pächterried, Pächterriedstrasse 75, Watt
mita; Mittagstisch Rheinau;;Schulstrasse 13, 8462 Rheinau;Tel.: 052 319 27 11;www.primarschule-rheinau.ch/mittagstisch;Informationen zu:   Mittagstisch Rheinau,Öffnungszeiten,Montag bis Freitag von 12.00 bis 13.30 Uhr
mita; Mittagstisch Rümlang;Primarschule ;Schulstrasse 17 a, 8153 Rümlang;Tel.: 044 818 06 04;;Informationen zu:   Mittagstisch Rümlang,Öffnungszeiten,Montag bis Freitag 11.50 - 15.30 Uhr,Zielgruppe,Kinder des Kindergartens und der Primarschule,Ort,Kindergarten Chratz, Schulstrasse 17 a, Rümlang
mita; Mittagstisch;Schulverwaltung ;Pilgerweg 27, 8803 Rüschlikon;Tel.: 044 704 60 15;www.schulerueschlikon.ch;
mita; Tagesstrukturen ;Steinbüelweg Schulsekretariat ;8332 Russikon;Tel.: 044 956 55 34;www.schulerussikon.ch;Informationen zu:   Tagesstrukturen,Weitere Informationen
mita; Tagesstruktur - Ausserschulische Betreuung ab Kindergarten;;8630 Rüti;Tel.: 079 550 67 59;www.psrueti.ch;8630 Rüti,www.psrueti.ch,Kontakt,Schülerhort Fägswil,Tel.: 079 550 67 73,Email:,email,Schülerhort Schlossberg,Tel.: 079 550 67 94,Email:,email,Schülerhort Schlossberg,Tel.: 079 550 67 86,Email:,email,Schülerhort Unterdorf,Tel.: 079 550 67 59,Email:,email
mita; Kita / Hort TiBBS;;Schulstrasse 3, 8603 Schwerzenbach;Tel.: 044 811 11 00;www.tibbs.ch;Kontakt,Barbara Omoruyi,Tel.: 044 811 11 00,Informationen zu:   Kita / Hort TiBBS,Angebot,Kinderkrippe, Hort und Mittagstisch,Weiterer Standort,Mini-TiBBS an der Wiesenstrasse 17, Schwerzenbach
mita; Mittagstisch Stadel;Primarschule ;Kaiserstuhlstrasse 50, 8174 Stadel;Tel.: 044 858 23 33;www.primarschule-stadel.ch;Informationen zu:   Mittagstisch Stadel,Öffnungszeiten,Montag, Dienstag, Donnerstag, Freitag 11.40 - 14.15 Uhr,Zielgruppe,Schüler der Primarschule,Ort,Aufenthaltsraum Oberstufenschulhaus, Kaiserstuhlerstrasse 54, Stadel
